Gene stable ID,Gene name,Transcript stable ID,Ensembl Canonical,Chromosome/scaffold name
ENSG00000279623,,ENST00000624879,1.0,10
ENSG00000227264,ACTR3BP5,ENST00000448440,1.0,10
ENSG00000203565,,ENST00000366376,1.0,10
ENSG00000233451,,ENST00000422675,1.0,10
ENSG00000225638,PABPC1P12,ENST00000428454,1.0,10
ENSG00000233190,RPS24P13,ENST00000442520,1.0,10
ENSG00000270552,DUXAP3,ENST00000603616,1.0,10
ENSG00000151963,ZNF37CP,ENST00000406795,1.0,10
ENSG00000238246,,ENST00000451584,1.0,10
ENSG00000160226,CFAP410,ENST00000339818,1.0,21
ENSG00000238286,SLC35E1P1,ENST00000419313,1.0,13
ENSG00000222726,RNU2-7P,ENST00000410794,1.0,13
ENSG00000278291,,ENST00000610494,1.0,13
ENSG00000279135,,ENST00000625156,1.0,13
ENSG00000150456,EEF1AKMT1,ENST00000382758,1.0,13
ENSG00000233524,RANP8,ENST00000444720,1.0,13
ENSG00000184441,,ENST00000448927,1.0,21
ENSG00000275485,,ENST00000619006,1.0,13
ENSG00000232969,,ENST00000426029,1.0,21
ENSG00000236704,CNOT4P1,ENST00000417432,1.0,13
ENSG00000260256,,ENST00000568332,1.0,21
ENSG00000234363,PPIAP27,ENST00000453800,1.0,13
ENSG00000213621,RPSAP54,ENST00000454001,1.0,13
ENSG00000230061,TRPM2-AS,ENST00000423310,1.0,21
ENSG00000266692,,ENST00000581669,1.0,21
ENSG00000264452,,ENST00000583496,1.0,21
ENSG00000020256,ZFP64,ENST00000216923,1.0,20
ENSG00000229356,LRRC3-DT,ENST00000426578,1.0,21
ENSG00000157456,CCNB2,ENST00000288207,1.0,15
ENSG00000261411,,ENST00000569833,1.0,20
ENSG00000271461,CKAP2LP1,ENST00000603520,1.0,20
ENSG00000160233,LRRC3,ENST00000291592,1.0,21
ENSG00000150457,LATS2,ENST00000382592,1.0,13
ENSG00000274225,HEPFAL,ENST00000617205,1.0,21
ENSG00000233851,LATS2-AS1,ENST00000422510,1.0,13
ENSG00000201821,RNU4-9P,ENST00000364951,1.0,13
ENSG00000180172,RPS12P23,ENST00000419579,1.0,13
ENSG00000225585,IPPKP1,ENST00000422501,1.0,13
ENSG00000275689,,ENST00000615327,1.0,13
ENSG00000273855,,ENST00000622487,1.0,15
ENSG00000171989,LDHAL6B,ENST00000307144,1.0,15
ENSG00000101115,SALL4,ENST00000217086,1.0,20
ENSG00000275636,,ENST00000616620,1.0,15
ENSG00000150867,PIP4K2A,ENST00000376573,1.0,10
ENSG00000147421,HMBOX1,ENST00000287701,1.0,8
ENSG00000175894,TSPEAR,ENST00000323084,1.0,21
ENSG00000119599,DCAF4,ENST00000358377,1.0,14
ENSG00000272387,,ENST00000606307,1.0,10
ENSG00000133454,MYO18B,ENST00000335473,1.0,22
ENSG00000179133,C10orf67,ENST00000636213,1.0,10
ENSG00000235890,TSPEAR-AS1,ENST00000451035,1.0,21
ENSG00000287309,,ENST00000655007,1.0,10
ENSG00000234335,RPS4XP11,ENST00000446897,1.0,10
ENSG00000254753,,ENST00000525673,1.0,8
ENSG00000271118,,ENST00000603184,1.0,8
ENSG00000101144,BMP7,ENST00000395863,1.0,20
ENSG00000182912,TSPEAR-AS2,ENST00000465978,1.0,21
ENSG00000254319,LINC03021,ENST00000654884,1.0,8
ENSG00000287088,,ENST00000658407,1.0,21
ENSG00000215455,KRTAP10-1,ENST00000400375,1.0,21
ENSG00000205445,KRTAP10-2,ENST00000391621,1.0,21
ENSG00000212935,KRTAP10-3,ENST00000391620,1.0,21
ENSG00000241123,KRTAP10-5,ENST00000400372,1.0,21
ENSG00000285347,,ENST00000451435,1.0,20
ENSG00000188155,KRTAP10-6,ENST00000400368,1.0,21
ENSG00000272804,KRTAP10-7,ENST00000609664,1.0,21
ENSG00000187766,KRTAP10-8,ENST00000334662,1.0,21
ENSG00000221859,KRTAP10-10,ENST00000380095,1.0,21
ENSG00000132631,SCP2D1,ENST00000377428,1.0,20
ENSG00000243489,KRTAP10-11,ENST00000334670,1.0,21
ENSG00000125533,BHLHE23,ENST00000612929,1.0,20
ENSG00000212933,KRTAP12-4,ENST00000391618,1.0,21
ENSG00000253604,,ENST00000521908,1.0,8
ENSG00000205439,KRTAP12-3,ENST00000397907,1.0,21
ENSG00000228820,RPSAP1,ENST00000421328,1.0,20
ENSG00000272256,,ENST00000606596,1.0,8
ENSG00000221864,KRTAP12-2,ENST00000360770,1.0,21
ENSG00000275461,,ENST00000622736,1.0,8
ENSG00000229880,IMMTP1,ENST00000435590,1.0,21
ENSG00000253632,,ENST00000521101,1.0,8
ENSG00000228599,RPL7P52,ENST00000449200,1.0,22
ENSG00000272259,LINC01749,ENST00000607802,1.0,20
ENSG00000187175,KRTAP12-1,ENST00000391617,1.0,21
ENSG00000276647,KRTAP12-5P,ENST00000617417,1.0,21
ENSG00000249213,,ENST00000512187,1.0,8
ENSG00000236382,KRTAP10-13P,ENST00000412914,1.0,21
ENSG00000284431,,ENST00000639722,1.0,22
ENSG00000253452,,ENST00000659919,1.0,8
ENSG00000137074,APTX,ENST00000379817,1.0,9
ENSG00000151849,CENPJ,ENST00000381884,1.0,13
ENSG00000198610,AKR1C4,ENST00000263126,1.0,10
ENSG00000172728,FUT10,ENST00000327671,1.0,8
ENSG00000184787,UBE2G2,ENST00000345496,1.0,21
ENSG00000204740,MALRD1,ENST00000454679,1.0,10
ENSG00000253610,,ENST00000522549,1.0,8
ENSG00000273628,,ENST00000622505,1.0,13
ENSG00000251299,SLC25A15P3,ENST00000505530,1.0,13
ENSG00000232858,RPL34P27,ENST00000428810,1.0,13
ENSG00000234152,ELOBP1,ENST00000447693,1.0,13
ENSG00000199767,RNU6-78P,ENST00000362897,1.0,13
ENSG00000180803,,ENST00000447435,1.0,13
ENSG00000242381,RN7SL741P,ENST00000482473,1.0,13
ENSG00000223158,RNY1P3,ENST00000411226,1.0,13
ENSG00000180730,SHISA2,ENST00000319420,1.0,13
ENSG00000231983,LINC00415,ENST00000439079,1.0,13
ENSG00000278305,,ENST00000622001,1.0,13
ENSG00000277319,,ENST00000611867,1.0,13
ENSG00000285859,,ENST00000648191,1.0,10
ENSG00000179242,CDH4,ENST00000614565,1.0,20
ENSG00000166200,COPS2,ENST00000388901,1.0,15
ENSG00000050130,JKAMP,ENST00000616435,1.0,14
ENSG00000232465,,ENST00000416237,1.0,20
ENSG00000215444,,ENST00000400354,1.0,20
ENSG00000148488,ST8SIA6,ENST00000377602,1.0,10
ENSG00000173698,ADGRG2,ENST00000379869,1.0,X
ENSG00000183255,PTTG1IP,ENST00000330938,1.0,21
ENSG00000100359,SGSM3,ENST00000248929,1.0,22
ENSG00000273027,,ENST00000609461,1.0,21
ENSG00000270690,,ENST00000605455,1.0,15
ENSG00000272825,,ENST00000609953,1.0,21
ENSG00000276529,,ENST00000616815,1.0,21
ENSG00000245719,SKOR1-AS1,ENST00000502156,1.0,15
ENSG00000234880,LINC00163,ENST00000434081,1.0,21
ENSG00000261706,LINC00165,ENST00000569966,1.0,21
ENSG00000275874,PICSAR,ENST00000615826,1.0,21
ENSG00000267857,,ENST00000596207,1.0,21
ENSG00000182586,LINC00334,ENST00000660971,1.0,21
ENSG00000133105,RXFP2,ENST00000298386,1.0,13
ENSG00000287904,,ENST00000652992,1.0,13
ENSG00000137834,SMAD6,ENST00000288840,1.0,15
ENSG00000286423,,ENST00000663930,1.0,14
ENSG00000131831,RAI2,ENST00000451717,1.0,X
ENSG00000284540,,ENST00000640911,1.0,15
ENSG00000286306,,ENST00000657405,1.0,X
ENSG00000229735,FTLP16,ENST00000446400,1.0,X
ENSG00000214019,RBM39P1,ENST00000397254,1.0,X
ENSG00000242021,,ENST00000609836,1.0,X
ENSG00000229999,SGSM3-AS1,ENST00000414261,1.0,22
ENSG00000272834,,ENST00000609279,1.0,22
ENSG00000156687,UNC5D,ENST00000404895,1.0,8
ENSG00000227413,,ENST00000442557,1.0,22
ENSG00000232564,MRTFA-AS1,ENST00000417123,1.0,22
ENSG00000172912,COX6B1P3,ENST00000312310,1.0,22
ENSG00000230071,RPL4P6,ENST00000438116,1.0,22
ENSG00000231907,GAPDHP37,ENST00000442317,1.0,22
ENSG00000264661,MIR3200,ENST00000580767,1.0,22
ENSG00000237977,EIF4HP2,ENST00000424380,1.0,22
ENSG00000126785,RHOJ,ENST00000316754,1.0,14
ENSG00000253934,MRPL49P2,ENST00000521066,1.0,8
ENSG00000280147,,ENST00000624233,1.0,8
ENSG00000235989,MORC2-AS1,ENST00000441558,1.0,22
ENSG00000253557,,ENST00000520920,1.0,8
ENSG00000164989,CCDC171,ENST00000380701,1.0,9
ENSG00000258926,,ENST00000657687,1.0,14
ENSG00000253199,LINC02153,ENST00000522604,1.0,8
ENSG00000180008,SOCS4,ENST00000555846,1.0,14
ENSG00000236796,,ENST00000448273,1.0,9
ENSG00000136750,GAD2,ENST00000376261,1.0,10
ENSG00000228292,,ENST00000404812,1.0,9
ENSG00000277608,,ENST00000612448,1.0,9
ENSG00000270372,,ENST00000603198,1.0,9
ENSG00000269957,,ENST00000649380,1.0,9
ENSG00000235148,HMGB3P23,ENST00000414981,1.0,9
ENSG00000276759,,ENST00000612217,1.0,9
ENSG00000140015,KCNH5,ENST00000322893,1.0,14
ENSG00000186866,POFUT2,ENST00000349485,1.0,21
ENSG00000101079,NDRG3,ENST00000349004,1.0,20
ENSG00000107295,SH3GL2,ENST00000380607,1.0,9
ENSG00000225680,,ENST00000436530,1.0,14
ENSG00000258885,,ENST00000557174,1.0,9
ENSG00000226626,NOP56P2,ENST00000447491,1.0,9
ENSG00000258490,,ENST00000555850,1.0,14
ENSG00000214042,IFNA7,ENST00000239347,1.0,9
ENSG00000047230,CTPS2,ENST00000359276,1.0,X
ENSG00000285784,,ENST00000649122,1.0,9
ENSG00000287318,,ENST00000655519,1.0,9
ENSG00000237000,PTMAP6,ENST00000439110,1.0,20
ENSG00000276786,,ENST00000617215,1.0,20
ENSG00000233278,RPS26P2,ENST00000440331,1.0,9
ENSG00000236156,CHCHD4P3,ENST00000455954,1.0,9
ENSG00000286262,,ENST00000652705,1.0,21
ENSG00000150051,MKX,ENST00000419761,1.0,10
ENSG00000225657,LINC01716,ENST00000434176,1.0,20
ENSG00000184274,LINC00315,ENST00000441947,1.0,21
ENSG00000229382,,ENST00000445242,1.0,21
ENSG00000100647,SUSD6,ENST00000342745,1.0,14
ENSG00000224008,LINC01441,ENST00000433766,1.0,20
ENSG00000237661,TNIP2P1,ENST00000424288,1.0,X
ENSG00000237664,LINC00316,ENST00000416722,1.0,21
ENSG00000153714,LURAP1L,ENST00000319264,1.0,9
ENSG00000133422,MORC2,ENST00000397641,1.0,22
ENSG00000263761,GDF2,ENST00000581492,1.0,10
ENSG00000228232,GAPDHP1,ENST00000452570,1.0,X
ENSG00000275139,,ENST00000617854,1.0,21
ENSG00000287310,,ENST00000656285,1.0,14
ENSG00000224648,LINC01627,ENST00000452923,1.0,9
ENSG00000224549,,ENST00000448570,1.0,9
ENSG00000205424,PCBP3-AS1,ENST00000380008,1.0,21
ENSG00000232920,LINC01400,ENST00000426358,1.0,9
ENSG00000258989,,ENST00000556347,1.0,14
ENSG00000286886,,ENST00000658513,1.0,21
ENSG00000231376,HMGN2P16,ENST00000456802,1.0,9
ENSG00000276633,,ENST00000618749,1.0,21
ENSG00000288571,,ENST00000657370,1.0,9
ENSG00000258995,PARP1P2,ENST00000556806,1.0,14
ENSG00000169906,S100G,ENST00000380200,1.0,X
ENSG00000258764,,ENST00000557593,1.0,14
ENSG00000280604,,ENST00000626237,1.0,21
ENSG00000258685,AKR1B1P5,ENST00000556311,1.0,14
ENSG00000274248,,ENST00000621707,1.0,21
ENSG00000260100,,ENST00000569583,1.0,9
ENSG00000277651,,ENST00000616012,1.0,14
ENSG00000287696,,ENST00000665427,1.0,9
ENSG00000171858,RPS21,ENST00000343986,1.0,20
ENSG00000270499,MKI67P1,ENST00000604297,1.0,X
ENSG00000258930,,ENST00000555418,1.0,14
ENSG00000223807,BOLA3P4,ENST00000418151,1.0,9
ENSG00000230867,,ENST00000424561,1.0,9
ENSG00000259136,,ENST00000555786,1.0,14
ENSG00000137776,SLTM,ENST00000380516,1.0,15
ENSG00000237437,ASS1P12,ENST00000452496,1.0,9
ENSG00000038945,MSR1,ENST00000262101,1.0,8
ENSG00000232060,SLC4A1APP1,ENST00000419995,1.0,9
ENSG00000258571,PTTG1P1,ENST00000556391,1.0,14
ENSG00000229491,,ENST00000450527,1.0,X
ENSG00000187988,KCTD9P3,ENST00000434597,1.0,9
ENSG00000258769,RAP1AP,ENST00000554629,1.0,14
ENSG00000227924,RBPJP6,ENST00000411556,1.0,9
ENSG00000220132,CPSF1P2,ENST00000402231,1.0,X
ENSG00000277340,,ENST00000616895,1.0,9
ENSG00000258427,RBM8B,ENST00000555532,1.0,14
ENSG00000229347,,ENST00000427910,1.0,X
ENSG00000212952,,ENST00000540551,1.0,9
ENSG00000258406,TUBBP3,ENST00000554689,1.0,14
ENSG00000278709,NKILA,ENST00000614771,1.0,20
ENSG00000187516,H2AP,ENST00000341016,1.0,X
ENSG00000254718,,ENST00000529171,1.0,14
ENSG00000197582,GPX1P1,ENST00000388829,1.0,X
ENSG00000229690,MTCO2P1,ENST00000424648,1.0,20
ENSG00000225246,RPS2P1,ENST00000434010,1.0,20
ENSG00000231878,SNRPFP1,ENST00000414761,1.0,20
ENSG00000279423,,ENST00000623080,1.0,14
ENSG00000286006,,ENST00000651220,1.0,20
ENSG00000258629,NCOA4P1,ENST00000555712,1.0,14
ENSG00000259146,SIPA1L1-AS1,ENST00000555771,1.0,14
ENSG00000229606,LINC01718,ENST00000664708,1.0,20
ENSG00000276664,,ENST00000610654,1.0,22
ENSG00000276057,,ENST00000614234,1.0,22
ENSG00000259124,,ENST00000554926,1.0,14
ENSG00000276965,,ENST00000616187,1.0,22
ENSG00000275307,,ENST00000619464,1.0,22
ENSG00000269987,,ENST00000602847,1.0,22
ENSG00000269972,,ENST00000602955,1.0,22
ENSG00000259093,,ENST00000654636,1.0,14
ENSG00000278008,PPP1R26P4,ENST00000619065,1.0,22
ENSG00000102218,RP2,ENST00000218340,1.0,X
ENSG00000276116,FUT8-AS1,ENST00000621019,1.0,14
ENSG00000241607,,ENST00000413104,1.0,X
ENSG00000237450,RPL23AP71,ENST00000470966,1.0,14
ENSG00000244237,,ENST00000467051,1.0,14
ENSG00000182824,FAM230E,ENST00000342888,1.0,22
ENSG00000259055,,ENST00000554475,1.0,14
ENSG00000239989,,ENST00000437537,1.0,22
ENSG00000258561,,ENST00000556361,1.0,14
ENSG00000234764,E2F6P1,ENST00000428850,1.0,22
ENSG00000215544,BCRP7,ENST00000511549,1.0,22
ENSG00000251203,DNAJB6P2,ENST00000515686,1.0,8
ENSG00000087510,TFAP2C,ENST00000201031,1.0,20
ENSG00000276095,FAM230F,ENST00000614596,1.0,22
ENSG00000276627,,ENST00000651345,1.0,20
ENSG00000259907,,ENST00000561794,1.0,14
ENSG00000279987,,ENST00000623570,1.0,22
ENSG00000260542,,ENST00000569373,1.0,20
ENSG00000073910,FRY,ENST00000542859,1.0,13
ENSG00000012174,MBTPS2,ENST00000379484,1.0,X
ENSG00000184402,SS18L1,ENST00000331758,1.0,20
ENSG00000233810,MOB1AP2,ENST00000446060,1.0,X
ENSG00000174678,FAM47DP,ENST00000402340,1.0,X
ENSG00000230227,SIAH1P1,ENST00000479411,1.0,X
ENSG00000229715,EEF1DP3,ENST00000566025,1.0,13
ENSG00000235032,BMP7-AS1,ENST00000445956,1.0,20
ENSG00000279314,,ENST00000624392,1.0,13
ENSG00000182798,MAGEB17,ENST00000400004,1.0,X
ENSG00000278732,Metazoa_SRP,ENST00000622073,1.0,13
ENSG00000237637,FRY-AS1,ENST00000428419,1.0,13
ENSG00000229310,RPP40P1,ENST00000426762,1.0,X
ENSG00000228933,,ENST00000422048,1.0,X
ENSG00000183628,DGCR6,ENST00000331444,1.0,22
ENSG00000250130,GAPDHP43,ENST00000508195,1.0,15
ENSG00000232834,,ENST00000456549,1.0,X
ENSG00000235685,,ENST00000441098,1.0,X
ENSG00000169126,ODAD2,ENST00000305242,1.0,10
ENSG00000129521,EGLN3,ENST00000250457,1.0,14
ENSG00000233663,,ENST00000446972,1.0,X
ENSG00000259977,,ENST00000567273,1.0,X
ENSG00000189132,FAM47B,ENST00000329357,1.0,X
ENSG00000283809,,ENST00000638240,1.0,22
ENSG00000280418,,ENST00000624224,1.0,22
ENSG00000283583,,ENST00000636418,1.0,22
ENSG00000237517,CELSR1P1,ENST00000399539,1.0,22
ENSG00000271275,,ENST00000604539,1.0,22
ENSG00000283366,,ENST00000637415,1.0,22
ENSG00000270393,,ENST00000603208,1.0,22
ENSG00000241527,CA15P1,ENST00000481698,1.0,22
ENSG00000206739,Y_RNA,ENST00000384012,1.0,22
ENSG00000273311,DGCR11,ENST00000609958,1.0,22
ENSG00000286810,,ENST00000652874,1.0,10
ENSG00000269945,,ENST00000602396,1.0,14
ENSG00000237347,,ENST00000412461,1.0,22
ENSG00000234541,CHEK2P5,ENST00000423877,1.0,10
ENSG00000281530,,ENST00000629517,1.0,22
ENSG00000258750,,ENST00000555388,1.0,14
ENSG00000258958,,ENST00000555990,1.0,14
ENSG00000086102,NFX1,ENST00000379540,1.0,9
ENSG00000269927,,ENST00000602957,1.0,14
ENSG00000270000,,ENST00000602790,1.0,14
ENSG00000273797,,ENST00000611191,1.0,14
ENSG00000258683,,ENST00000554451,1.0,14
ENSG00000237037,NDUFA6-DT,ENST00000439129,1.0,22
ENSG00000257986,LINC02306,ENST00000546412,1.0,14
ENSG00000165389,SPTSSA,ENST00000298130,1.0,14
ENSG00000258639,,ENST00000556608,1.0,14
ENSG00000259008,,ENST00000556602,1.0,14
ENSG00000258426,,ENST00000557709,1.0,14
ENSG00000259079,,ENST00000554427,1.0,14
ENSG00000227370,,ENST00000417586,1.0,22
ENSG00000287514,,ENST00000669987,1.0,9
ENSG00000102098,SCML2,ENST00000251900,1.0,X
ENSG00000183570,PCBP3,ENST00000681687,1.0,21
ENSG00000232710,,ENST00000428786,1.0,22
ENSG00000281538,,ENST00000626627,1.0,22
ENSG00000226450,CYP2D8P,ENST00000433633,1.0,22
ENSG00000283541,,ENST00000637145,1.0,9
ENSG00000214020,FTLP4,ENST00000430740,1.0,9
ENSG00000083642,PDS5B,ENST00000315596,1.0,13
ENSG00000215286,SRSF6P1,ENST00000447169,1.0,X
ENSG00000275649,,ENST00000614030,1.0,9
ENSG00000182057,OGFRP1,ENST00000332965,1.0,22
ENSG00000231235,CTNNBL1P1,ENST00000373465,1.0,X
ENSG00000287838,,ENST00000660743,1.0,9
ENSG00000226048,YBX1P8,ENST00000421881,1.0,X
ENSG00000181977,PYY3,ENST00000419078,1.0,X
ENSG00000170345,FOS,ENST00000303562,1.0,14
ENSG00000228827,,ENST00000428250,1.0,X
ENSG00000276266,,ENST00000616097,1.0,9
ENSG00000271088,,ENST00000605789,1.0,X
ENSG00000230107,,ENST00000428765,1.0,22
ENSG00000231750,NANOGP10,ENST00000453325,1.0,X
ENSG00000234861,ATP5F1AP1,ENST00000454088,1.0,9
ENSG00000233880,NFYCP1,ENST00000434731,1.0,X
ENSG00000077943,ITGA8,ENST00000378076,1.0,10
ENSG00000092964,DPYSL2,ENST00000521913,1.0,8
ENSG00000270762,FXYD6P1,ENST00000604857,1.0,10
ENSG00000260046,,ENST00000566976,1.0,14
ENSG00000228882,CICP9,ENST00000444451,1.0,10
ENSG00000223984,HNRNPRP1,ENST00000453465,1.0,10
ENSG00000258836,,ENST00000555466,1.0,14
ENSG00000235637,,ENST00000442231,1.0,10
ENSG00000258966,GTF3AP2,ENST00000557014,1.0,14
ENSG00000234973,LINC02658,ENST00000419406,1.0,10
ENSG00000207325,RNY1P4,ENST00000384595,1.0,13
ENSG00000101361,NOP56,ENST00000329276,1.0,20
ENSG00000259051,HNRNPUP1,ENST00000554987,1.0,14
ENSG00000277151,,ENST00000617901,1.0,13
ENSG00000241891,RPL9P6,ENST00000492764,1.0,14
ENSG00000226968,LINC00423,ENST00000421002,1.0,13
ENSG00000273886,Metazoa_SRP,ENST00000614194,1.0,13
ENSG00000183690,EFHC2,ENST00000420999,1.0,X
ENSG00000261728,,ENST00000568811,1.0,13
ENSG00000232795,SCAND3P1,ENST00000439854,1.0,13
ENSG00000234835,PHB1P13,ENST00000453244,1.0,13
ENSG00000287650,,ENST00000664772,1.0,13
ENSG00000236036,LINC00445,ENST00000670790,1.0,13
ENSG00000233867,SLC9B1P3,ENST00000452667,1.0,10
ENSG00000287402,,ENST00000658254,1.0,10
ENSG00000229563,LINC01204,ENST00000422047,1.0,X
ENSG00000189306,RRP7A,ENST00000323013,1.0,22
ENSG00000288330,,ENST00000673087,1.0,13
ENSG00000138593,SECISBP2L,ENST00000559471,1.0,15
ENSG00000276436,,ENST00000615830,1.0,13
ENSG00000222148,RNY4P30,ENST00000410216,1.0,13
ENSG00000181358,CTAGE10P,ENST00000318353,1.0,13
ENSG00000287152,,ENST00000667383,1.0,8
ENSG00000238190,HMGB1P15,ENST00000453854,1.0,X
ENSG00000200064,RNY4P9,ENST00000363194,1.0,13
ENSG00000286929,,ENST00000652772,1.0,13
ENSG00000288110,,ENST00000653453,1.0,8
ENSG00000232307,DAOA-AS1,ENST00000448407,1.0,13
ENSG00000175985,PLEKHD1,ENST00000322564,1.0,14
ENSG00000282142,,ENST00000661057,1.0,8
ENSG00000275968,,ENST00000613021,1.0,13
ENSG00000275502,,ENST00000610818,1.0,13
ENSG00000224861,YBX1P1,ENST00000445822,1.0,14
ENSG00000253279,LINC02209,ENST00000521245,1.0,8
ENSG00000253797,UTP14C,ENST00000521776,1.0,13
ENSG00000100246,DNAL4,ENST00000216068,1.0,22
ENSG00000273523,,ENST00000613982,1.0,13
ENSG00000285160,THSD1P1,ENST00000645806,1.0,13
ENSG00000253377,,ENST00000670110,1.0,8
ENSG00000253100,,ENST00000670669,1.0,8
ENSG00000107105,ELAVL2,ENST00000397312,1.0,9
ENSG00000221890,NPTXR,ENST00000333039,1.0,22
ENSG00000278256,,ENST00000621078,1.0,8
ENSG00000253425,HSPA8P13,ENST00000523715,1.0,8
ENSG00000253620,,ENST00000520139,1.0,8
ENSG00000226337,TMEM252-DT,ENST00000413269,1.0,9
ENSG00000273999,RBM17P2,ENST00000616397,1.0,9
ENSG00000239684,PTGER4P3,ENST00000458150,1.0,9
ENSG00000278054,,ENST00000614301,1.0,9
ENSG00000237153,,ENST00000649137,1.0,9
ENSG00000253535,ADAM7-AS1,ENST00000519689,1.0,8
ENSG00000254309,,ENST00000519431,1.0,8
ENSG00000253396,,ENST00000521725,1.0,8
ENSG00000253746,,ENST00000520431,1.0,8
ENSG00000183741,CBX6,ENST00000407418,1.0,22
ENSG00000288106,,ENST00000656940,1.0,22
ENSG00000148482,SLC39A12,ENST00000377369,1.0,10
ENSG00000235209,,ENST00000450216,1.0,22
ENSG00000214541,RPS4XP3,ENST00000398541,1.0,20
ENSG00000147454,SLC25A37,ENST00000519973,1.0,8
ENSG00000125514,LINC00029,ENST00000370341,1.0,20
ENSG00000226808,LINC00840,ENST00000659335,1.0,10
ENSG00000253899,,ENST00000517322,1.0,8
ENSG00000253888,,ENST00000521408,1.0,8
ENSG00000253571,,ENST00000520775,1.0,8
ENSG00000231009,CUBNP1,ENST00000412710,1.0,10
ENSG00000224034,LINC02561,ENST00000449457,1.0,10
ENSG00000177669,MBOAT4,ENST00000320542,1.0,8
ENSG00000282160,,ENST00000633906,1.0,8
ENSG00000243349,,ENST00000427229,1.0,10
ENSG00000253108,,ENST00000522460,1.0,8
ENSG00000228339,AMD1P1,ENST00000457220,1.0,10
ENSG00000137106,GRHPR,ENST00000318158,1.0,9
ENSG00000228702,,ENST00000424552,1.0,10
ENSG00000254929,,ENST00000605970,1.0,10
ENSG00000179750,APOBEC3B,ENST00000333467,1.0,22
ENSG00000249310,APOBEC3B-AS1,ENST00000513758,1.0,22
ENSG00000180182,MED14,ENST00000324817,1.0,X
ENSG00000244509,APOBEC3C,ENST00000361441,1.0,22
ENSG00000284554,,ENST00000381568,1.0,22
ENSG00000147119,CHST7,ENST00000276055,1.0,X
ENSG00000204915,MFFP3,ENST00000377927,1.0,X
ENSG00000103657,HERC1,ENST00000443617,1.0,15
ENSG00000233543,CHTF8P1,ENST00000414660,1.0,X
ENSG00000289084,,ENST00000687248,1.0,X
ENSG00000273820,USP27X,ENST00000621775,1.0,X
ENSG00000230039,CCNYL5,ENST00000426799,1.0,X
ENSG00000276386,CNTNAP3P2,ENST00000617175,1.0,9
ENSG00000128394,APOBEC3F,ENST00000308521,1.0,22
ENSG00000259421,,ENST00000558766,1.0,22
ENSG00000287020,,ENST00000669454,1.0,15
ENSG00000184012,TMPRSS2,ENST00000332149,1.0,21
ENSG00000259393,,ENST00000558683,1.0,15
ENSG00000280515,SALRNA2,ENST00000629082,1.0,15
ENSG00000102786,INTS6,ENST00000311234,1.0,13
ENSG00000147459,DOCK5,ENST00000276440,1.0,8
ENSG00000119681,LTBP2,ENST00000261978,1.0,14
ENSG00000172671,ZFAND4,ENST00000344646,1.0,10
ENSG00000266869,,ENST00000655301,1.0,14
ENSG00000285633,,ENST00000649052,1.0,14
ENSG00000239713,APOBEC3G,ENST00000407997,1.0,22
ENSG00000253232,,ENST00000519573,1.0,8
ENSG00000253488,SINHCAFP3,ENST00000524174,1.0,8
ENSG00000188779,SKOR1,ENST00000380035,1.0,15
ENSG00000253182,LINC02948,ENST00000522028,1.0,8
ENSG00000259196,HMBOX1-IT1,ENST00000558292,1.0,8
ENSG00000253951,CCT3P1,ENST00000518788,1.0,8
ENSG00000253770,HMGB1P23,ENST00000518743,1.0,8
ENSG00000165898,ISCA2,ENST00000556816,1.0,14
ENSG00000254069,,ENST00000523451,1.0,8
ENSG00000253993,,ENST00000521887,1.0,8
ENSG00000264404,LINC02675,ENST00000670140,1.0,10
ENSG00000254061,,ENST00000521717,1.0,8
ENSG00000253995,RPL10P18,ENST00000519384,1.0,8
ENSG00000254425,,ENST00000526681,1.0,8
ENSG00000129028,THAP10,ENST00000249861,1.0,15
ENSG00000243900,RN7SL320P,ENST00000484133,1.0,13
ENSG00000229906,SNRPGP11,ENST00000411777,1.0,13
ENSG00000259252,,ENST00000561310,1.0,15
ENSG00000266611,MIR4703,ENST00000577728,1.0,13
ENSG00000252141,RNU6-65P,ENST00000516332,1.0,13
ENSG00000171365,CLCN5,ENST00000376091,1.0,X
ENSG00000259309,,ENST00000650343,1.0,15
ENSG00000206920,RNY1P6,ENST00000384193,1.0,13
ENSG00000242893,RN7SL413P,ENST00000482700,1.0,13
ENSG00000224451,ATP5PBP1,ENST00000433775,1.0,13
ENSG00000259715,,ENST00000558372,1.0,15
ENSG00000122033,MTIF3,ENST00000381120,1.0,13
ENSG00000171956,FOXB1,ENST00000396057,1.0,15
ENSG00000277144,,ENST00000619686,1.0,15
ENSG00000101096,NFATC2,ENST00000371564,1.0,20
ENSG00000259411,HNRNPA1P45,ENST00000560893,1.0,15
ENSG00000258855,OR11J2P,ENST00000555298,1.0,15
ENSG00000259558,MESTP2,ENST00000559787,1.0,15
ENSG00000100324,TAB1,ENST00000216160,1.0,22
ENSG00000259616,,ENST00000559783,1.0,15
ENSG00000123171,CCDC70,ENST00000242819,1.0,13
ENSG00000125245,GPR18,ENST00000397470,1.0,13
ENSG00000184735,DDX53,ENST00000327968,1.0,X
ENSG00000283380,,ENST00000636317,1.0,X
ENSG00000137880,GCHFR,ENST00000260447,1.0,15
ENSG00000104660,LEPROTL1,ENST00000321250,1.0,8
ENSG00000275681,,ENST00000618062,1.0,X
